a_value,hit,models_entry_index,models_offset,packed_size,template_ids,template_count
574703,True,2141,218208914,749921,15033;15070;15071;15072;15073;15074;15075;15076;15077;15078;15079;15080;15310;15311;15312;15313;15314;15315,18
574751,True,2148,223802717,199402,15035;15036;15037;16239,4
574785,True,2340,255124400,25774,15039,1
574799,True,2222,234485167,25882,15041,1
574817,True,2341,255150174,42594,15068;15069,2
574828,True,2223,234511049,42958,15066;15067,2
574845,True,2140,217478861,730053,15049;15053;15054;15055;15056;15057;15058;15059;15355;15356;15357;15358;15359;15360;15361;15362;15363;15364;15365;15366;15367;15368;15377;15384;15385;15386;15387;15388;15389,29
574862,True,2342,255192768,24430,15050,1
574894,True,2224,234554007,24538,15052,1
575080,True,2225,234578545,39702,15046,1
575085,True,2343,255217198,39594,15043,1
575658,True,2339,255092082,32318,15098,1
575671,True,2221,234452741,32426,15100,1
575776,True,2144,220824068,943630,15103,1
576008,True,2272,246017955,84874,15120;15121;15122,3
576171,True,3418,291909049,34452,13795;13796;13797;13798;13799;13800;13801;13802;13803;13804;13805;13806;13807;13808;13809;13810;13811;15872;15873;15874;15875;15876;15877;15878;15879;16135,26
576352,True,3419,291943501,11632,12748;12749;12750;12751;12752;12753;12754;12755;12756;12757;12758;12759;12760;12761;12762;12763;12764,17
576789,True,68,24970799,573063,15209,1
576791,True,69,25543862,36709,15210,1
576795,True,70,25580571,837242,15211,1
576799,True,71,26417813,48653,15212,1
576803,True,72,26466466,80128,15213,1
576807,True,73,26546594,35378,15214,1
576976,True,2143,219771667,1052401,15230;15245;15246,3
577197,True,2220,234220386,232355,15248;15277,2
577901,True,2284,248094578,73905,11659,1
578441,True,2165,227236725,100361,11662,1
579284,True,2283,248067750,26828,11523;11675;15619,3
579289,True,2162,227099473,28914,11554;11674,2
579739,True,2142,218958835,812832,15391;15392,2
579810,True,2166,227337086,150200,11664,1
579821,True,2167,227487286,93682,11666,1
579840,True,2168,227580968,101382,11668,1
579853,True,2169,227682350,58622,11670,1
579866,True,2285,248168483,71034,11661,1
580079,True,2286,248239517,44674,11663,1
580098,True,2288,248330513,50362,11667,1
580110,True,2170,227740972,138396,11672,1
580140,True,2287,248284191,46322,11665,1
580185,True,2289,248380875,31182,11669,1
580207,True,2290,248412057,68759,11671,1
580224,True,2291,248480816,51854,11673,1
581204,True,2039,213062525,80766,15436,1
581205,True,2024,212685519,16658,15458,1
581212,True,2025,212702177,30244,15459,1
581216,True,2026,212732421,30770,15460,1
581220,True,2027,212763191,22540,15461,1
581224,True,2028,212785731,30566,15462,1
581228,True,2029,212816297,16666,15463,1
581232,True,2030,212832963,22622,15464,1
581236,True,2031,212855585,31246,15465,1
581240,True,2032,212886831,22956,15466,1
581244,True,2033,212909787,30676,15467,1
581248,True,2034,212940463,30440,15468,1
581252,True,2035,212970903,22814,15469,1
581256,True,2036,212993717,23046,15470,1
581260,True,2037,213016763,22858,15471,1
581264,True,2038,213039621,22904,15472,1
581409,True,1801,202168734,12652,15143,1
581495,True,75,26675451,1775,15478,1
581572,True,2315,252050385,46542,15481,1
581630,True,1178,181359500,60377,15483,1
581676,True,2316,252096927,57758,15485,1
581688,True,2195,231159886,46650,15488,1
581691,True,2196,231206536,57986,15489,1
581707,True,1616,196473428,54206,15491,1
581772,True,1617,196527634,40967,15495,1
581963,True,2172,228000935,131763,15582,1
581970,True,2174,228247333,128543,15584,1
581977,True,2175,228375876,165936,15585,1
581984,True,2176,228541812,71125,15586,1
581991,True,2177,228612937,121607,15587,1
582045,True,2171,227879368,121567,15581,1
582064,True,2173,228132698,114635,15583,1
582101,True,2178,228734544,132063,15588,1
582114,True,2181,229136843,152851,15591,1
582127,True,2182,229289694,68272,15592,1
582144,True,2183,229357966,99773,15593,1
582198,True,2184,229457739,45910,15594,1
582210,True,2186,229590233,82764,15596,1
582223,True,2187,229672997,159580,15597,1
582235,True,2188,229832577,121548,15598,1
582247,True,2292,248532670,160786,15601,1
582252,True,2293,248693456,200346,15602,1
582262,True,2294,248893802,199086,15603,1
582268,True,2295,249092888,180482,15604,1
582275,True,2296,249273370,69314,15605,1
582286,True,2297,249342684,74170,15606,1
582293,True,2298,249416854,192762,15607,1
582299,True,2299,249609616,80146,15608,1
582307,True,2300,249689762,159310,15609,1
582314,True,2301,249849072,269008,15610,1
582323,True,2302,250118080,47190,15611,1
582330,True,2303,250165270,131959,15612,1
582335,True,2189,229954125,158129,15599,1
582354,True,2190,230112254,154845,15600,1
582368,True,2179,228866607,90754,15589,1
582381,True,2180,228957361,179482,15590,1
582424,True,2304,250297229,31526,15613,1
582435,True,2305,250328755,59000,15614,1
582436,True,2306,250387755,256140,15615,1
582443,True,2307,250643895,265160,15616,1
582448,True,2308,250909055,116712,15617,1
582549,True,2185,229503649,86584,15595,1
582576,True,2309,251025767,160638,15618,1
582705,True,1623,196774295,41656,15646,1
582722,True,2310,251186405,90518,15620,1
582791,True,2070,214369712,4022,15659,1
582796,True,1459,191491572,44664,15658,1
582812,True,482,76487248,10473,15662,1
583242,True,1627,196920727,67954,15623;15635;15636;15637;15941;15987;15988;15989;15999;16000;16001;16002;16003;16004;16005;16006;16007;16008;16009;16010;16011;16012;16044;16045;16046;16047,26
583243,True,1629,197017085,44374,15630;16050;16051;16052;16053,5
583244,True,1625,196836181,43394,15625;16013;16014;16015;16016;16017;16018;16040;16041;16042;16043,11
583245,True,1631,197100505,51464,15624;15631;15819;16022;16037;16038;16039,7
583246,True,1630,197061459,39046,15719,1
583247,True,1624,196815951,20230,15626;15629;15990;16023;16024;16025;16026;16027;16028;16032;16035;16036;16049,13
583399,True,1632,197151969,8716,15671;15672;15673;15674;15675;15676;15677;15678;15679;15680;15681;15682;15683;15684;15685;15686;15687;15688;15689;15690;15691;15692;15693;15694;15695;15696;15697;15698;15699;15700;15701;15703;15704;15705;15706;15707;15708;15709;15710;15711;15712;15713;15714;15715;15737;15738;15739;15740;15742;15744;15745;15746;15747;15748;15749;15750;15751;15752;15753;15755;15756;15757;15758;15759;15760;15761;15762;15763;15764;15765;15766;15767;15768;15769;15770;15771;15772;15773;15774;15776;15777;15778;15779;15780;15781;15782;15783;15784;15785;15786;15787;15788;15789;15790;15791;15792;15793;15794;15945;15946;15947;15948;15949;15950;15951;15952;15953;15954;15955;15956;15957;15958;15959;15960;15961;15962;15963;15964;15965;15966;15967;15968;15969;15970;15971;15972;15973;15974;15975;15976;15977;15978;15979;15980;15981;15982;15992;15993,138
583426,True,1628,196988681,28404,15627;15632;15818;16019;16020;16021;16048;16054;16055;16056;16057;16058;16059,13
583427,True,1626,196879575,41152,15628;15735;16029;16030;16031,5
583872,True,334,69778627,785897,15808,1
584046,True,335,70564524,1084501,15809,1
584123,True,333,69707578,71049,15810,1
584141,True,338,71785027,89939,15811,1
584177,True,339,71874966,55702,15812,1
584212,True,336,71649025,54795,15813,1
584237,True,337,71703820,81207,15814,1
584333,True,332,69681833,25745,15815,1
584595,True,134,40858981,23145,15854,1
584602,True,1845,203285390,78713,14935;15927,2
584607,True,135,40882126,954898,15855,1
584668,True,136,41837024,127580,15856,1
584676,True,137,41964604,118221,15857,1
584689,True,138,42082825,109066,15858,1
584692,True,139,42191891,35648,15859,1
584695,True,140,42227539,543085,15860,1
584696,True,141,42770624,401552,15861,1
584697,True,142,43172176,192847,15862,1
584698,True,143,43365023,193476,15863,1
584699,True,144,43558499,138777,15864,1
584700,True,145,43697276,86990,15865,1
584701,True,146,43784266,54460,15866,1
584702,True,147,43838726,100785,15867,1
584703,True,148,43939511,109922,15868,1
584704,True,149,44049433,111260,15869,1
584705,True,150,44160693,39187,15870,1
584706,True,151,44199880,38933,15871,1
584707,True,133,40339123,519858,15853,1
584708,True,2100,215262582,45334,15847,1
584739,True,2204,231464478,52940,15850,1
584744,True,2324,252354126,52832,15851,1
584907,True,2678,267627646,36977,15884;15920;15921;15922,4
584910,True,2687,267785506,37072,15883;15886;15887;15888;15889;15890,6
584915,True,2680,267668517,21565,15885;15928;15929;15930;15931,5
585001,True,1899,205433985,63152,15823;15896;15897;15898;15899;15900;15901;15902;15903;15904;15905;15906;15907;15908;15909;15910;15911;15912;15913;15914;15915;15916;15917;15918;15919,25
585050,True,1253,183900397,23400,15895,1
585284,True,1840,203038423,25512,15925;15926,2
586184,True,2335,253448685,50229,15936;16076,2
586272,True,2216,232654920,50657,15940;16075,2
586451,True,2682,267693937,37064,12632;12633;12637;12639;12645;12646;12647;12653;12658;12666;12667;12668;16128,13
586454,True,2683,267731001,13724,12635;12654;12660;12661;12662;12665;16204;16205,8
586455,True,2684,267744725,21818,12664,1
586456,True,2685,267766543,13652,12630;12631;12634;12636;12640;12641;12642;12643;12644;12648;12649;12650;12651;12652;12655;12656;12657;12659;12663;13925,20
587246,True,152,44238813,17374,16034,1
588466,True,2040,213143291,39217,14508,1
588469,True,2041,213182508,28933,14509,1
588768,True,2236,235632621,88279,16122;16123,2
588770,True,2670,267555668,7121,16125,1
588772,True,2671,267562789,22457,16126,1
591011,True,2239,235871687,123564,16143;16144,2
591087,True,2155,225425733,179735,16145,1
591117,True,1100,165396457,552549,16146,1
591118,True,1101,165949006,192252,16147,1
591122,True,1102,166141258,87170,16148,1
591136,True,973,141747295,25711,16149,1
591142,True,972,141721632,25663,16150,1
591148,True,1520,193002143,6469,16152;16153;16154;16155,4
591167,True,2237,235720900,112236,16165,1
591182,True,179,44973152,50404,6534,1
591185,True,47,14279406,856895,16190,1
591247,True,1370,185750608,16444,16199,1
591248,True,1371,185767052,8364,16200,1
591249,True,1372,185775416,6088,16201,1
591258,True,3552,299594069,353028,13776,1
591286,True,1619,196570013,12079,16203,1
591379,True,1259,184038139,23384,16226,1
591382,True,3712,317894490,30842,6164,1
591386,True,131,39960092,376049,16228,1
591432,True,132,40336141,2982,16229,1
591614,True,1604,195817016,123509,16268,1
591631,True,1528,193213215,123902,16248,1
591636,True,1158,180331580,645828,16404,1
591650,True,1155,179564469,231467,16405,1
591652,True,1156,179795936,420832,16406,1
591655,True,1157,180216768,114812,16407,1
591660,True,1529,193337117,249106,16251,1
591666,True,1603,195802191,14825,16267,1
591668,True,1605,195940525,32914,16269,1
591669,True,1530,193586223,60734,16250,1
591670,True,1531,193646957,44050,16260,1
591673,True,1532,193691007,45682,16245,1
591674,True,1533,193736689,28262,16246,1
591675,True,1534,193764951,29678,16247,1
591676,True,1424,189267547,154406,16255,1
591683,True,2102,215344700,16313,16253,1
591689,True,1535,193794629,48491,16257,1
591690,True,1809,202416363,78238,16259,1
591766,True,2337,254243450,603108,16303,1
591774,True,2219,233626377,594009,16313,1
591775,True,2279,247429741,99494,16297,1
591778,True,2281,247809175,169560,16299,1
591779,True,2280,247529235,279940,16298,1
591780,True,2159,226026318,446053,16302,1
591781,True,2158,225743301,283017,16301,1
591782,True,2157,225643650,99651,16300,1
591783,True,2327,252553209,33705,16291,1
591797,True,2326,252491794,61415,16290,1
591806,True,2209,231788947,19523,16296,1
591807,True,2208,231755058,33889,16295,1
591808,True,2207,231693299,61759,16294,1
591812,True,2262,244782585,180181,16314,1
591813,True,2263,244962766,40189,16315,1
591816,True,2264,245002955,214407,16316,1
591819,True,2265,245217362,34019,16317,1
591820,True,2266,245251381,102375,16318,1
591840,True,2191,230267099,216755,16324,1
591842,True,2328,252586914,18733,16292,1
591847,True,2194,231003346,156540,16325,1
591969,True,2278,247392272,37469,16375,1
591971,True,2156,225605468,38182,16374,1
591974,True,2273,246102829,194952,16307,1
591977,True,2217,232705577,187309,16306,1
591980,True,3791,323385030,31356,16280,1
591982,True,2131,216639860,65286,16284,1
591983,True,2136,217127008,62210,16282,1
591984,True,2129,216503692,85382,16283,1
591985,True,2132,216705146,62102,16285,1
591986,True,2133,216767248,85274,16286,1
591990,True,2128,216438370,65322,16281,1
591994,True,2134,216852522,223808,16289,1
591995,True,2138,217258597,60642,16288,1
591999,True,3614,307793599,807256,16304,1
592031,True,3621,311114629,639951,16308,1
592046,True,1422,188825642,305679,16310,1
592060,True,2135,217076330,50678,16312,1
592121,True,2130,216589074,50786,16311,1
592124,True,2193,230786228,217118,16326,1
592127,True,2311,251276923,112909,16319,1
592128,True,2313,251647070,208357,16323,1
592129,True,2312,251389832,257238,16322,1
592130,True,1420,188532934,152028,16330,1
592141,True,1419,188499484,33450,16329,1
592152,True,1421,188684962,140680,16332,1
592157,True,1426,189454477,78456,16328,1
592162,True,2252,238320073,112468,16369,1
592165,True,2361,257702718,111086,16368,1
592169,True,2267,245353756,24659,16320,1
592186,True,2268,245378415,159976,16321,1
592274,True,2243,236325509,570903,16334,1
592305,True,3404,291787250,36658,16336,1
592314,True,1455,191230678,24014,16340,1
592317,True,1449,190601182,44302,16361,1
592320,True,1448,190474268,126914,16367,1
592328,True,1518,192860985,25914,16338,1
592329,True,1571,194743000,29208,16351,1
592332,True,1540,194039500,30444,16352,1
592335,True,1554,194309013,31006,16354,1
592338,True,1560,194483234,45870,16342,1
592341,True,1561,194529104,39234,16343,1
592344,True,1565,194665415,11746,16344,1
592347,True,1566,194677161,18936,16345,1
592350,True,1567,194696097,29520,16346,1
592353,True,1585,195151017,81436,16339,1
592356,True,1586,195232453,40073,16355,1
592359,True,1587,195272526,34700,16347,1
592362,True,1588,195307226,10926,16348,1
592365,True,1438,189962701,29482,16357,1
592368,True,1444,190047498,52549,16349,1
592373,True,1445,190100047,123999,16359,1
592378,True,1450,190645484,540068,16362,1
592381,True,1453,191197670,16588,16364,1
592384,True,1454,191214258,16420,16365,1
592517,True,3403,291773282,13968,16373,1
592560,True,1446,190224046,125111,16370,1
592561,True,1447,190349157,125111,16371,1
592565,True,2254,238503768,154016,16376,1
592572,True,2139,217319239,159622,16377,1
592577,True,2210,231808470,25109,16378,1
592580,True,2211,231833579,111393,16379,1
592583,True,2329,252605647,25005,16380,1
592584,True,2330,252630652,111289,16381,1
592602,True,2080,214893957,3862,16399,1
592605,True,2274,246297781,221317,16382,1
592615,True,1383,186010950,27402,16388,1
592618,True,1382,185967178,43772,16385,1
592621,True,1381,185922306,44872,16386,1
592626,True,1380,185912348,9958,16396,1
592628,True,1384,186038352,13604,16389,1
592708,True,1378,185884486,17904,16387;16392;16393;16394;16395,5
592715,True,2314,251855427,194958,16410,1
592719,True,2192,230483854,302374,16411,1
592751,True,3792,323416386,54006,16416,1
592853,True,1379,185902390,9958,16384,1
